study.ID,ID,publication.year,data.year,exp.year,exp.length,disturbance,focus,technique,intervention,paradigm,hypothesis,pathway,plant.species,target.plant,measure.success,outcome,measured.factor,treatment,control,unit,Nsites,n.t,n.c,ntotalsamples,mean.t,mean.c,sd.t,sd.c,se.t,se.c,p,df,measure.dispersion,lat,long,continent,country,ecosystem,elevation,MAP,MAT,aridity.index,potential.evaporation (mm),grazing,soil,notes,spatial.grain,term
19,19.5,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant richness,"13 years of fencing, open spaces 0.5 m from canopy",0 year of fencing,,2,6,6,36,7.5,1,0.6,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.5,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant richness,"6 years of fencing, open spaces 2 m from canopy",0 year of fencing,,2,6,6,36,4.7,0,0.3,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.5,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant richness,"13 years of fencing, open spaces 2 m from canopy",0 year of fencing,,2,6,6,36,8.3,0,0,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.5,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant richness,"6 years of fencing, open spaces 4 m from canopy",0 year of fencing,,2,6,6,36,2,0,0,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.5,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant richness,"13 years of fencing, open spaces 4 m from canopy",0 year of fencing,,2,6,6,36,4.5,0,0.6,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.5,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant richness,"6 years of fencing, open spaces 6 m from canopy",0 year of fencing,,2,6,6,36,2,0,0,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.5,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant richness,"13 years of fencing, open spaces 6 m from canopy",0 year of fencing,,2,6,6,36,4.2,0,0.5,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.5,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant richness,"6 years of fencing, open spaces 8 m from canopy",0 year of fencing,,2,6,6,36,0,0,0,0,,,0.1,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.5,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant richness,"13 years of fencing, open spaces 8 m from canopy",0 year of fencing,,2,6,6,36,3.7,0,0.2,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.6,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant density,"6 years of fencing, under canopy of Caragana microphylla",0 year of fencing,plants m2,2,6,6,36,259,107,32,9,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.6,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant density,"13 years of fencing, under canopy of Caragana microphylla",0 year of fencing,plants m2,2,6,6,36,354,107,28,9,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.6,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant density,"6 years of fencing, open spaces 0.5 m from canopy",0 year of fencing,plants m2,2,6,6,36,189,22,21,7,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.6,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant density,"13 years of fencing, open spaces 0.5 m from canopy",0 year of fencing,plants m2,2,6,6,36,325,22,53,7,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.6,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant density,"6 years of fencing, open spaces 2 m from canopy",0 year of fencing,plants m2,2,6,6,36,109,0,11,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.6,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant density,"13 years of fencing, open spaces 2 m from canopy",0 year of fencing,plants m2,2,6,6,36,339,0,10,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.6,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant density,"6 years of fencing, open spaces 4 m from canopy",0 year of fencing,plants m2,2,6,6,36,97,0,20,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.6,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant density,"13 years of fencing, open spaces 4 m from canopy",0 year of fencing,plants m2,2,6,6,36,208,0,31,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.6,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant density,"6 years of fencing, open spaces 6 m from canopy",0 year of fencing,plants m2,2,6,6,36,65,0,11,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.6,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant density,"13 years of fencing, open spaces 6 m from canopy",0 year of fencing,plants m2,2,6,6,36,135,0,22,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.6,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant density,"6 years of fencing, open spaces 8 m from canopy",0 year of fencing,plants m2,2,6,6,36,23,0,8,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.6,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant density,"13 years of fencing, open spaces 8 m from canopy",0 year of fencing,plants m2,2,6,6,36,115,0,19,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.7,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant height,"6 years of fencing, under canopy of Caragana microphylla",0 year of fencing,cm,2,6,6,36,42,42,3.7,3.2,,,0.1,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.7,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant height,"13 years of fencing, under canopy of Caragana microphylla",0 year of fencing,cm,2,6,6,36,42,42,2.5,3.2,,,0.1,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.7,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant height,"6 years of fencing, open spaces 0.5 m from canopy",0 year of fencing,cm,2,6,6,36,30,26,5,1.4,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.7,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant height,"13 years of fencing, open spaces 0.5 m from canopy",0 year of fencing,cm,2,6,6,36,40,26,3.1,1.4,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.7,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant height,"6 years of fencing, open spaces 2 m from canopy",0 year of fencing,cm,2,6,6,36,25,0,3.4,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.7,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant height,"13 years of fencing, open spaces 2 m from canopy",0 year of fencing,cm,2,6,6,36,41,0,3.2,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.7,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant height,"6 years of fencing, open spaces 4 m from canopy",0 year of fencing,cm,2,6,6,36,19,0,1.4,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.7,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant height,"13 years of fencing, open spaces 4 m from canopy",0 year of fencing,cm,2,6,6,36,29,0,3.3,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.7,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant height,"6 years of fencing, open spaces 6 m from canopy",0 year of fencing,cm,2,6,6,36,14,0,3.2,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.7,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant height,"13 years of fencing, open spaces 6 m from canopy",0 year of fencing,cm,2,6,6,36,13,0,3.5,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.7,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant height,"6 years of fencing, open spaces 8 m from canopy",0 year of fencing,cm,2,6,6,36,12,0,2.3,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.7,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant height,"13 years of fencing, open spaces 8 m from canopy",0 year of fencing,cm,2,6,6,36,13,0,4.5,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.8,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant cover,"6 years of fencing, under canopy of Caragana microphylla",0 year of fencing,percent,2,6,6,36,57,41,3.1,4.2,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.8,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant cover,"13 years of fencing, under canopy of Caragana microphylla",0 year of fencing,percent,2,6,6,36,77,41,4.5,4.2,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.8,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant cover,"6 years of fencing, open spaces 0.5 m from canopy",0 year of fencing,percent,2,6,6,36,45,16,3,1,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.8,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant cover,"13 years of fencing, open spaces 0.5 m from canopy",0 year of fencing,percent,2,6,6,36,74,16,4.3,1,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.8,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant cover,"6 years of fencing, open spaces 2 m from canopy",0 year of fencing,percent,2,6,6,36,17,0,2.1,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.8,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant cover,"13 years of fencing, open spaces 2 m from canopy",0 year of fencing,percent,2,6,6,36,72,0,4.2,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.8,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant cover,"6 years of fencing, open spaces 4 m from canopy",0 year of fencing,percent,2,6,6,36,14,0,2.5,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.8,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant cover,"13 years of fencing, open spaces 4 m from canopy",0 year of fencing,percent,2,6,6,36,47,0,6.3,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.8,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant cover,"6 years of fencing, open spaces 6 m from canopy",0 year of fencing,percent,2,6,6,36,6,0,2.3,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.8,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant cover,"13 years of fencing, open spaces 6 m from canopy",0 year of fencing,percent,2,6,6,36,31,0,11,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.8,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant cover,"6 years of fencing, open spaces 8 m from canopy",0 year of fencing,percent,2,6,6,36,7,0,3.5,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.8,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,plant cover,"13 years of fencing, open spaces 8 m from canopy",0 year of fencing,percent,2,6,6,36,31,0,9,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.9,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,biomass,"6 years of fencing, under canopy of Caragana microphylla",0 year of fencing,g m-2,2,6,6,36,246,219,18,10,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.9,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,biomass,"13 years of fencing, under canopy of Caragana microphylla",0 year of fencing,g m-2,2,6,6,36,271,219,27,10,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.9,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,biomass,"6 years of fencing, open spaces 0.5 m from canopy",0 year of fencing,g m-2,2,6,6,36,167,87,20,2,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.9,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,biomass,"13 years of fencing, open spaces 0.5 m from canopy",0 year of fencing,g m-2,2,6,6,36,278,87,24,2,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.9,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,biomass,"6 years of fencing, open spaces 2 m from canopy",0 year of fencing,g m-2,2,6,6,36,110,0,11,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.9,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,biomass,"13 years of fencing, open spaces 2 m from canopy",0 year of fencing,g m-2,2,6,6,36,254,0,31,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.9,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,biomass,"6 years of fencing, open spaces 4 m from canopy",0 year of fencing,g m-2,2,6,6,36,49,0,19,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.9,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,biomass,"13 years of fencing, open spaces 4 m from canopy",0 year of fencing,g m-2,2,6,6,36,149,0,28,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.9,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,biomass,"6 years of fencing, open spaces 6 m from canopy",0 year of fencing,g m-2,2,6,6,36,38,0,10,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.9,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,biomass,"13 years of fencing, open spaces 6 m from canopy",0 year of fencing,g m-2,2,6,6,36,105,0,47,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.9,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,biomass,"6 years of fencing, open spaces 8 m from canopy",0 year of fencing,g m-2,2,6,6,36,28,0,8,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
19,19.9,2007,1990,1990,156,desertification,"vegetation, soil",fertile islands,vegetation,active,"plantations, soil nutrients",planting-soil condition,"Caragana microphylla, Salix gordejevii, Artemisia halodendron",multiple unlisted,shrub plantations,habitat,biomass,"13 years of fencing, open spaces 8 m from canopy",0 year of fencing,g m-2,2,6,6,36,80,0,10,0,,,0.05,35,std.dev,42.91,120.68,Asia,China,sand dune,345,366,,,1935,livestock,physicochemical properties,"soil samples collected in 1990, 1996, 2003",,
